1;37
2;38
3;39
4;40
5;9
6;11
7;25
8;26
9;27
10;28
11;2
12;4
13;34
14;36
15;58
16;60
17;17
18;19
19;33
20;35
21;41
22;42
23;43
24;44
25;18
26;20
27;13
28;14
29;16
30;29
31;30
32;31
33;32
34;61
35;63
36;1
37;3
38;15
39;62
40;64
41;21
42;22
43;23
44;24
45;10
46;12
47;53
48;54
49;55
50;56
51;49
52;51
53;57
54;5
55;6
56;7
57;8
58;59
59;50
60;52
61;45
62;46
63;47
64;48
